"","membership","term","cat","tf_idf","cluster","sum_tfinf","norm_tfidf","memb"
"115","1_terms_2010.csv","произведение",2010,0.00136964234958768,"2010_1",0.368059000529928,0.00372125759080929,"персональный компьютер_2010_1"
"116","1_terms_2010.csv","век",2010,0.00109571387967014,"2010_1",0.368059000529928,0.00297700607264743,"персональный компьютер_2010_1"
"117","3_terms_2010.csv","новый работа",2010,0.00447438059924105,"2010_3",0.368059000529928,0.0121566938800542,"новый работа_2010_3"
"118","3_terms_2010.csv","коллектив",2010,0.000621656664179323,"2010_3",0.368059000529928,0.00168901361815434,"новый работа_2010_3"
"119","1_terms_2010.csv","прокат",2010,0.000621656664179323,"2010_1",0.368059000529928,0.00168901361815434,"персональный компьютер_2010_1"
"120","1_terms_2010.csv","серия",2010,0.000567031445790966,"2010_1",0.368059000529928,0.00154059931960517,"персональный компьютер_2010_1"
"121","5_terms_2010.csv","подразделение",2010,0.000828875552239098,"2010_5",0.368059000529928,0.00225201815753912,"миллион тонна_2010_5"
"122","1_terms_2010.csv","новый картина",2010,0.00240928186112979,"2010_1",0.368059000529928,0.00654591208925996,"персональный компьютер_2010_1"
"123","1_terms_2010.csv","фильм",2010,0.00044097076807461,"2010_1",0.368059000529928,0.00119809804254129,"персональный компьютер_2010_1"
"124","1_terms_2010.csv","музей",2010,0.000533146403495863,"2010_1",0.368059000529928,0.00144853516074391,"персональный компьютер_2010_1"
"125","1_terms_2010.csv","номинация",2010,0.000458139572884297,"2010_1",0.368059000529928,0.00124474492465792,"персональный компьютер_2010_1"
"126","1_terms_2010.csv","сценарий",2010,0.00216516311089789,"2010_1",0.368059000529928,0.00588265225895987,"персональный компьютер_2010_1"
"127","1_terms_2010.csv","новый фильм",2010,0.00123267811462891,"2010_1",0.368059000529928,0.00334913183172836,"персональный компьютер_2010_1"
"128","1_terms_2010.csv","обладатель",2010,0.00179966039510603,"2010_1",0.368059000529928,0.00488959757135377,"персональный компьютер_2010_1"
"129","3_terms_2010.csv","лауреат",2010,0.00144344207393193,"2010_3",0.368059000529928,0.00392176817263991,"новый работа_2010_3"
"130","1_terms_2010.csv","искусство",2010,0.00192458943190924,"2010_1",0.368059000529928,0.00522902423018655,"персональный компьютер_2010_1"
"131","5_terms_2010.csv","финансирование",2010,0.000821785409752605,"2010_5",0.368059000529928,0.00223275455448557,"миллион тонна_2010_5"
"132","1_terms_2010.csv","сюжет",2010,0.000821785409752605,"2010_1",0.368059000529928,0.00223275455448557,"персональный компьютер_2010_1"
"133","1_terms_2010.csv","война",2010,0.00123267811462891,"2010_1",0.368059000529928,0.00334913183172836,"персональный компьютер_2010_1"
"134","5_terms_2010.csv","союз",2010,0.00072526610820921,"2010_5",0.368059000529928,0.00197051588784673,"миллион тонна_2010_5"
"135","4_terms_2010.csv","победитель",2010,0.000932484996268985,"2010_4",0.368059000529928,0.00253352042723151,"товарищеский матч_2010_4"
"136","1_terms_2010.csv","выставка",2010,0.000839922550287877,"2010_1",0.368059000529928,0.00228203236187286,"персональный компьютер_2010_1"
"137","4_terms_2010.csv","поле",2010,0.000458139572884297,"2010_4",0.368059000529928,0.00124474492465792,"товарищеский матч_2010_4"
"138","4_terms_2010.csv","период",2010,0.000433612282075445,"2010_4",0.368059000529928,0.00117810536205101,"товарищеский матч_2010_4"
"139","4_terms_2010.csv","уильямс",2010,0.00168401575292058,"2010_4",0.368059000529928,0.00457539620141323,"товарищеский матч_2010_4"
"140","1_terms_2010.csv","мотив",2010,0.00206509873811125,"2010_1",0.368059000529928,0.00561078179079425,"персональный компьютер_2010_1"
"141","1_terms_2010.csv","церемония",2010,0.00107979623706362,"2010_1",0.368059000529928,0.00293375854281226,"персональный компьютер_2010_1"
"142","4_terms_2010.csv","финал",2010,0.00122170552769146,"2010_4",0.368059000529928,0.0033193197990878,"товарищеский матч_2010_4"
"143","1_terms_2010.csv","издательство",2010,0.00251952455314845,"2010_1",0.368059000529928,0.00684543659989528,"персональный компьютер_2010_1"
"144","4_terms_2010.csv","англия",2010,0.00240928186112979,"2010_4",0.368059000529928,0.00654591208925996,"товарищеский матч_2010_4"
"145","2_terms_2010.csv","покупка",2010,0.00042651712279669,"2010_2",0.368059000529928,0.00115882812859513,"класс_2010_2"
"146","1_terms_2010.csv","копия",2010,0.00206509873811125,"2010_1",0.368059000529928,0.00561078179079425,"персональный компьютер_2010_1"
"147","4_terms_2010.csv","тысяча евро",2010,0.00072526610820921,"2010_4",0.368059000529928,0.00197051588784673,"товарищеский матч_2010_4"
"148","1_terms_2010.csv","зритель",2010,0.000534496168365013,"2010_1",0.368059000529928,0.00145220241210091,"персональный компьютер_2010_1"
"149","4_terms_2010.csv","медаль",2010,0.00150660658454644,"2010_4",0.368059000529928,0.00409338334989022,"товарищеский матч_2010_4"
"150","5_terms_2010.csv","мкс",2010,0.00107979623706362,"2010_5",0.368059000529928,0.00293375854281226,"миллион тонна_2010_5"
"151","1_terms_2010.csv","персональный компьютер",2010,0.00312745782685251,"2010_1",0.368059000529928,0.00849716437405314,"персональный компьютер_2010_1"
"152","2_terms_2010.csv","вертолет россия",2010,0.00206509873811125,"2010_2",0.368059000529928,0.00561078179079425,"класс_2010_2"
"153","2_terms_2010.csv","сумма сделка",2010,0.00107979623706362,"2010_2",0.368059000529928,0.00293375854281226,"класс_2010_2"
"154","2_terms_2010.csv","скорость километр",2010,0.000821785409752605,"2010_2",0.368059000529928,0.00223275455448557,"класс_2010_2"
"155","2_terms_2010.csv","перелет расстояние",2010,0.00206509873811125,"2010_2",0.368059000529928,0.00561078179079425,"класс_2010_2"
"156","2_terms_2010.csv","вертолет",2010,0.000916279145768593,"2010_2",0.368059000529928,0.00248948984931585,"класс_2010_2"
"157","5_terms_2010.csv","дефицит бюджет",2010,0.00206509873811125,"2010_5",0.368059000529928,0.00561078179079425,"миллион тонна_2010_5"
"158","5_terms_2010.csv","миг",2010,0.00125976227657422,"2010_5",0.368059000529928,0.00342271829994764,"миллион тонна_2010_5"
"159","2_terms_2010.csv","скорость",2010,0.00107979623706362,"2010_2",0.368059000529928,0.00293375854281226,"класс_2010_2"
"160","2_terms_2010.csv","тысяча километр",2010,0.000586461043845449,"2010_2",0.368059000529928,0.0015933886768183,"класс_2010_2"
"161","2_terms_2010.csv","испытание",2010,0.000799719605243795,"2010_2",0.368059000529928,0.00217280274111587,"класс_2010_2"
"162","2_terms_2010.csv","подводный лодка",2010,0.00106899233673003,"2010_2",0.368059000529928,0.00290440482420182,"класс_2010_2"
"163","2_terms_2010.csv","калибр миллиметр",2010,0.00168401575292058,"2010_2",0.368059000529928,0.00457539620141323,"класс_2010_2"
"164","2_terms_2010.csv","модернизация",2010,0.000958749644711373,"2010_2",0.368059000529928,0.0026048803135665,"класс_2010_2"
"165","2_terms_2010.csv","подлодка",2010,0.00240928186112979,"2010_2",0.368059000529928,0.00654591208925996,"класс_2010_2"
"166","1_terms_2010.csv","новый часть",2010,0.00275346498414834,"2010_1",0.368059000529928,0.00748104238772566,"персональный компьютер_2010_1"
"167","1_terms_2010.csv","часть сериал",2010,0.00240928186112979,"2010_1",0.368059000529928,0.00654591208925996,"персональный компьютер_2010_1"
"168","5_terms_2010.csv","комиссия",2010,0.000828875552239098,"2010_5",0.368059000529928,0.00225201815753912,"миллион тонна_2010_5"
"169","1_terms_2010.csv","новый игра",2010,0.00275346498414834,"2010_1",0.368059000529928,0.00748104238772566,"персональный компьютер_2010_1"
"170","1_terms_2010.csv","консоль",2010,0.00191749928942275,"2010_1",0.368059000529928,0.00520976062713301,"персональный компьютер_2010_1"
"171","1_terms_2010.csv","портативный консоль",2010,0.00275346498414834,"2010_1",0.368059000529928,0.00748104238772566,"персональный компьютер_2010_1"
"172","2_terms_2010.csv","мексика",2010,0.00240928186112979,"2010_2",0.368059000529928,0.00654591208925996,"класс_2010_2"
"173","2_terms_2010.csv","производитель",2010,0.000828875552239098,"2010_2",0.368059000529928,0.00225201815753912,"класс_2010_2"
"174","5_terms_2010.csv","магазин",2010,0.000534496168365013,"2010_5",0.368059000529928,0.00145220241210091,"миллион тонна_2010_5"
"175","3_terms_2010.csv","планета",2010,0.00384917886381848,"2010_3",0.368059000529928,0.0104580484603731,"новый работа_2010_3"
